HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
A344C5,2022-07-06,20:01:29,GTX889,4500,170,5216,GTX,Thursday,29.14,94,10,SE,No
A1BE72,2022-07-06,20:01:29,NA,2650,183,,NA,Thursday,29.14,94,10,SE,No
A57B4D,2022-07-06,20:01:29,UAL329,36375,462,2514,UAL,Thursday,29.14,94,10,SE,No
A4EA77,2022-07-06,20:01:29,AAL339,11775,336,6264,AAL,Thursday,29.14,94,10,SE,No
A62436,2022-07-06,20:01:29,N495RV,2800,124,1200,Private,Thursday,29.14,94,10,SE,No
A12ADB,2022-07-06,20:01:29,N1743S,3525,92,,Private,Thursday,29.14,94,10,SE,No
A27197,2022-07-06,20:01:29,ATN3411,7325,273,2225,ATN,Thursday,29.14,94,10,SE,No
ABDCBE,2022-07-06,20:01:30,SWA1339,22000,438,3416,SWA,Thursday,29.14,94,10,SE,No
A05776,2022-07-06,20:01:30,AAL695,12050,273,3563,AAL,Thursday,29.14,94,10,SE,No
A915CF,2022-07-06,20:01:30,ENY3596,12150,354,,ENY,Thursday,29.14,94,10,SE,No
A8E6F2,2022-07-06,20:01:31,NA,15025,410,,NA,Thursday,29.14,94,10,SE,No
AB17E1,2022-07-06,20:01:33,N8137U,1600,118,,Private,Thursday,29.14,94,10,SE,No
A0480B,2022-07-06,20:01:33,NA,10925,346,,NA,Thursday,29.14,94,10,SE,No
AB35CB,2022-07-06,20:01:35,AAL1578,15400,380,,AAL,Thursday,29.14,94,10,SE,No
AE5623,2022-07-06,20:01:39,RONIN08,28000,257,1124,RONIN,Thursday,29.14,94,10,SE,No
A243CB,2022-07-06,20:02:01,NA,2250,198,,NA,Thursday,29.14,94,10,SE,No
A3CD7D,2022-07-06,20:02:37,AAL2628,8950,298,542,AAL,Thursday,29.14,94,10,SE,No
A9741D,2022-07-06,20:03:23,NA,2525,188,543,NA,Thursday,29.14,94,10,SE,No
AD4FB2,2022-07-06,20:03:28,ASH5871,10875,270,2452,ASH,Thursday,29.14,94,10,SE,No
A832BE,2022-07-06,20:03:36,N6271E,1100,63,1200,Private,Thursday,29.14,94,10,SE,No
AC7C52,2022-07-06,20:04:23,NA,9150,,,NA,Thursday,29.14,94,10,SE,No
A4EE59,2022-07-06,20:04:34,N417CF,1950,135,,Private,Thursday,29.14,94,10,SE,No
AB586F,2022-07-06,20:04:58,NA,13175,383,,NA,Thursday,29.14,94,10,SE,No
A40797,2022-07-06,20:05:19,NA,2525,203,,NA,Thursday,29.14,94,10,SE,No
AB0485,2022-07-06,20:06:15,AAL2761,2425,195,3660,AAL,Thursday,29.14,94,10,SE,No
AA26C8,2022-07-06,20:06:43,SKW3077,2425,192,6217,SKW,Thursday,29.14,94,10,SE,No
A4FD0E,2022-07-06,20:07:25,NA,11125,303,,NA,Thursday,29.14,94,10,SE,No
